x, y, Aurora
34, 163, 15
34, 164, 12
34, 165, 10
34, 166, 7
34, 167, 5
35, 0, 5
35, 2, 7
35, 3, 9
35, 4, 10
35, 5, 12
35, 6, 14
35, 7, 16
35, 8, 19
35, 9, 21
35, 10, 24
35, 11, 27
35, 12, 30
35, 13, 33
35, 14, 35
35, 15, 37
35, 16, 38
35, 17, 39
35, 18, 40
35, 19, 41
35, 20, 41
35, 21, 42
35, 22, 42
35, 23, 41
35, 24, 40
35, 25, 39
35, 26, 37
35, 27, 35
35, 28, 32
35, 29, 29
35, 30, 25
35, 31, 22
35, 32, 18
35, 33, 14
35, 34, 11
35, 35, 8
35, 36, 6
35, 151, 7
35, 152, 10
35, 153, 13
35, 154, 17
35, 155, 20
35, 156, 22
35, 157, 24
35, 158, 24
35, 159, 23
35, 160, 22
35, 161, 20
35, 162, 17
35, 163, 15
35, 164, 12
35, 165, 10
35, 166, 7
35, 167, 5
36, 0, 5
36, 2, 7
36, 3, 8
36, 4, 10
36, 5, 11
36, 6, 13
36, 7, 15
36, 8, 18
36, 9, 21
36, 10, 23
36, 11, 26
36, 12, 29
36, 13, 32
36, 14, 34
36, 15, 36
36, 16, 37
36, 17, 39
36, 18, 40
36, 19, 40
36, 20, 41
36, 21, 41
36, 22, 41
36, 23, 41
36, 24, 40
36, 25, 39
36, 26, 37
36, 27, 35
36, 28, 32
36, 29, 29
36, 30, 26
36, 31, 22
36, 32, 19
36, 33, 15
36, 34, 12
36, 35, 9
36, 36, 7
36, 37, 5
36, 151, 7
36, 152, 10
36, 153, 13
36, 154, 17
36, 155, 20
36, 156, 22
36, 157, 23
36, 158, 24
36, 159, 23
36, 160, 22
36, 161, 20
36, 162, 17
36, 163, 15
36, 164, 12
36, 165, 10
36, 166, 7
36, 167, 5
37, 0, 5
37, 2, 6
37, 3, 8
37, 4, 10
37, 5, 11
37, 6, 13
37, 7, 15
37, 8, 17
37, 9, 20
37, 10, 23
37, 11, 25
37, 12, 28
37, 13, 31
37, 14, 33
37, 15, 35
37, 16, 37
37, 17, 38
37, 18, 39
37, 19, 40
37, 20, 40
37, 21, 41
37, 22, 41
37, 23, 41
37, 24, 40
37, 25, 39
37, 26, 38
37, 27, 36
37, 28, 33
37, 29, 30
37, 30, 27
37, 31, 23
37, 32, 20
37, 33, 16
37, 34, 13
37, 35, 10
37, 36, 7
37, 37, 5
37, 151, 7
37, 152, 10
37, 153, 13
37, 154, 16
37, 155, 19
37, 156, 22
37, 157, 23
37, 158, 23
37, 159, 23
37, 160, 22
37, 161, 20
37, 162, 17
37, 163, 15
37, 164, 12
37, 165, 10
37, 166, 7
37, 167, 5
38, 0, 5
38, 2, 6
38, 3, 8
38, 4, 9
38, 5, 11
38, 6, 12
38, 7, 14
38, 8, 16
38, 9, 19
38, 10, 22
38, 11, 24
38, 12, 27
38, 13, 30
38, 14, 32
38, 15, 34
38, 16, 36
38, 17, 37
38, 18, 38
38, 19, 39
38, 20, 40
38, 21, 40
38, 22, 41
38, 23, 41
38, 24, 40
38, 25, 40
38, 26, 38
38, 27, 36
38, 28, 34
38, 29, 31
38, 30, 28
38, 31, 24
38, 32, 21
38, 33, 17
38, 34, 13
38, 35, 10
38, 36, 8
38, 37, 5
38, 151, 6
38, 152, 9
38, 153, 13
38, 154, 16
38, 155, 19
38, 156, 21
38, 157, 23
38, 158, 23
38, 159, 23
38, 160, 21
38, 161, 19
38, 162, 17
38, 163, 15
38, 164, 12
38, 165, 10
38, 166, 7
38, 167, 5
39, 0, 5
39, 2, 6
39, 3, 8
39, 4, 9
39, 5, 10
39, 6, 12
39, 7, 14
39, 8, 16
39, 9, 18
39, 10, 21
39, 11, 23
39, 12, 26
39, 13, 29
39, 14, 31
39, 15, 33
39, 16, 35
39, 17, 36
39, 18, 37
39, 19, 38
39, 20, 39
39, 21, 40
39, 22, 40
39, 23, 40
39, 24, 40
39, 25, 40
39, 26, 38
39, 27, 37
39, 28, 35
39, 29, 32
39, 30, 29
39, 31, 25
39, 32, 21
39, 33, 18
39, 34, 14
39, 35, 11
39, 36, 8
39, 37, 6
39, 151, 6
39, 152, 9
39, 153, 13
39, 154, 16
39, 155, 19
39, 156, 21
39, 157, 23
39, 158, 23
39, 159, 22
39, 160, 21
39, 161, 19
39, 162, 17
39, 163, 15
39, 164, 12
39, 165, 10
39, 166, 7
39, 167, 5
40, 2, 6
40, 3, 7
40, 4, 9
40, 5, 10
40, 6, 11
40, 7, 13
40, 8, 15
40, 9, 17
40, 10, 20
40, 11, 22
40, 12, 25
40, 13, 27
40, 14, 30
40, 15, 32
40, 16, 34
40, 17, 35
40, 18, 37
40, 19, 38
40, 20, 38
40, 21, 39
40, 22, 40
40, 23, 40
40, 24, 40
40, 25, 40
40, 26, 39
40, 27, 37
40, 28, 35
40, 29, 32
40, 30, 29
40, 31, 26
40, 32, 22
40, 33, 19
40, 34, 15
40, 35, 12
40, 36, 9
40, 37, 6
40, 151, 6
40, 152, 9
40, 153, 12
40, 154, 16
40, 155, 19
40, 156, 21
40, 157, 22
40, 158, 23
40, 159, 22
40, 160, 21
40, 161, 19
40, 162, 17
40, 163, 15
40, 164, 12
40, 165, 10
40, 166, 7
40, 167, 5
41, 2, 6
41, 3, 7
41, 4, 8
41, 5, 10
41, 6, 11
41, 7, 12
41, 8, 14
41, 9, 16
41, 10, 19
41, 11, 21
41, 12, 24
41, 13, 26
41, 14, 29
41, 15, 31
41, 16, 33
41, 17, 34
41, 18, 36
41, 19, 37
41, 20, 38
41, 21, 39
41, 22, 39
41, 23, 40
41, 24, 40
41, 25, 39
41, 26, 39
41, 27, 37
41, 28, 36
41, 29, 33
41, 30, 30
41, 31, 27
41, 32, 23
41, 33, 19
41, 34, 16
41, 35, 12
41, 36, 9
41, 37, 7
41, 38, 5
41, 151, 6
41, 152, 9
41, 153, 12
41, 154, 16
41, 155, 18
41, 156, 21
41, 157, 22
41, 158, 23
41, 159, 22
41, 160, 21
41, 161, 19
41, 162, 17
41, 163, 15
41, 164, 12
41, 165, 10
41, 166, 7
41, 167, 5
42, 2, 6
42, 3, 7
42, 4, 8
42, 5, 9
42, 6, 10
42, 7, 12
42, 8, 14
42, 9, 16
42, 10, 18
42, 11, 20
42, 12, 23
42, 13, 25
42, 14, 28
42, 15, 30
42, 16, 32
42, 17, 33
42, 18, 35
42, 19, 36
42, 20, 37
42, 21, 38
42, 22, 39
42, 23, 39
42, 24, 39
42, 25, 39
42, 26, 39
42, 27, 38
42, 28, 36
42, 29, 34
42, 30, 31
42, 31, 28
42, 32, 24
42, 33, 20
42, 34, 16
42, 35, 13
42, 36, 10
42, 37, 7
42, 38, 5
42, 151, 6
42, 152, 9
42, 153, 12
42, 154, 15
42, 155, 18
42, 156, 21
42, 157, 22
42, 158, 22
42, 159, 22
42, 160, 21
42, 161, 19
42, 162, 17
42, 163, 14
42, 164, 12
42, 165, 10
42, 166, 7
42, 167, 5
43, 2, 6
43, 3, 7
43, 4, 8
43, 5, 9
43, 6, 10
43, 7, 11
43, 8, 13
43, 9, 15
43, 10, 17
43, 11, 19
43, 12, 22
43, 13, 24
43, 14, 26
43, 15, 29
43, 16, 31
43, 17, 32
43, 18, 34
43, 19, 35
43, 20, 36
43, 21, 37
43, 22, 38
43, 23, 39
43, 24, 39
43, 25, 39
43, 26, 39
43, 27, 38
43, 28, 36
43, 29, 34
43, 30, 31
43, 31, 28
43, 32, 25
43, 33, 21
43, 34, 17
43, 35, 14
43, 36, 10
43, 37, 8
43, 38, 5
43, 151, 6
43, 152, 9
43, 153, 12
43, 154, 15
43, 155, 18
43, 156, 20
43, 157, 22
43, 158, 22
43, 159, 22
43, 160, 21
43, 161, 19
43, 162, 17
43, 163, 14
43, 164, 12
43, 165, 10
43, 166, 7
43, 167, 5
44, 2, 6
44, 3, 7
44, 4, 8
44, 5, 8
44, 6, 9
44, 7, 11
44, 8, 12
44, 9, 14
44, 10, 16
44, 11, 18
44, 12, 21
44, 13, 23
44, 14, 25
44, 15, 28
44, 16, 30
44, 17, 31
44, 18, 33
44, 19, 34
44, 20, 35
44, 21, 36
44, 22, 37
44, 23, 38
44, 24, 39
44, 25, 39
44, 26, 39
44, 27, 38
44, 28, 37
44, 29, 35
44, 30, 32
44, 31, 29
44, 32, 26
44, 33, 22
44, 34, 18
44, 35, 14
44, 36, 11
44, 37, 8
44, 38, 6
44, 151, 6
44, 152, 9
44, 153, 12
44, 154, 15
44, 155, 18
44, 156, 20
44, 157, 21
44, 158, 22
44, 159, 22
44, 160, 20
44, 161, 19
44, 162, 17
44, 163, 14
44, 164, 12
44, 165, 10
44, 166, 7
44, 167, 5
45, 2, 5
45, 3, 6
45, 4, 7
45, 5, 8
45, 6, 9
45, 7, 10
45, 8, 12
45, 9, 13
45, 10, 15
45, 11, 17
45, 12, 20
45, 13, 22
45, 14, 24
45, 15, 26
45, 16, 28
45, 17, 30
45, 18, 32
45, 19, 33
45, 20, 34
45, 21, 36
45, 22, 36
45, 23, 37
45, 24, 38
45, 25, 38
45, 26, 38
45, 27, 38
45, 28, 37
45, 29, 35
45, 30, 33
45, 31, 30
45, 32, 26
45, 33, 23
45, 34, 19
45, 35, 15
45, 36, 12
45, 37, 9
45, 38, 6
45, 151, 6
45, 152, 9
45, 153, 12
45, 154, 15
45, 155, 18
45, 156, 20
45, 157, 21
45, 158, 22
45, 159, 21
45, 160, 20
45, 161, 18
45, 162, 16
45, 163, 14
45, 164, 12
45, 165, 10
45, 166, 7
45, 167, 5
46, 2, 5
46, 3, 6
46, 4, 7
46, 5, 8
46, 6, 9
46, 7, 10
46, 8, 11
46, 9, 13
46, 10, 14
46, 11, 16
46, 12, 19
46, 13, 21
46, 14, 23
46, 15, 25
46, 16, 27
46, 17, 29
46, 18, 31
46, 19, 32
46, 20, 34
46, 21, 35
46, 22, 36
46, 23, 37
46, 24, 37
46, 25, 38
46, 26, 38
46, 27, 38
46, 28, 37
46, 29, 35
46, 30, 33
46, 31, 30
46, 32, 27
46, 33, 23
46, 34, 19
46, 35, 16
46, 36, 12
46, 37, 9
46, 38, 7
46, 151, 6
46, 152, 8
46, 153, 12
46, 154, 15
46, 155, 17
46, 156, 20
46, 157, 21
46, 158, 22
46, 159, 21
46, 160, 20
46, 161, 18
46, 162, 16
46, 163, 14
46, 164, 12
46, 165, 10
46, 166, 7
46, 167, 5
47, 2, 5
47, 3, 6
47, 4, 7
47, 5, 8
47, 6, 8
47, 7, 9
47, 8, 10
47, 9, 12
47, 10, 14
47, 11, 15
47, 12, 17
47, 13, 20
47, 14, 22
47, 15, 24
47, 16, 26
47, 17, 28
47, 18, 30
47, 19, 31
47, 20, 33
47, 21, 34
47, 22, 35
47, 23, 36
47, 24, 37
47, 25, 38
47, 26, 38
47, 27, 38
47, 28, 37
47, 29, 36
47, 30, 34
47, 31, 31
47, 32, 28
47, 33, 24
47, 34, 20
47, 35, 16
47, 36, 13
47, 37, 10
47, 38, 7
47, 39, 5
47, 151, 6
47, 152, 8
47, 153, 11
47, 154, 14
47, 155, 17
47, 156, 19
47, 157, 21
47, 158, 21
47, 159, 21
47, 160, 20
47, 161, 18
47, 162, 16
47, 163, 14
47, 164, 12
47, 165, 10
47, 166, 7
47, 167, 5
48, 2, 5
48, 3, 6
48, 4, 7
48, 5, 7
48, 6, 8
48, 7, 9
48, 8, 10
48, 9, 11
48, 10, 13
48, 11, 14
48, 12, 16
48, 13, 18
48, 14, 21
48, 15, 23
48, 16, 25
48, 17, 27
48, 18, 28
48, 19, 30
48, 20, 32
48, 21, 33
48, 22, 34
48, 23, 35
48, 24, 36
48, 25, 37
48, 26, 38
48, 27, 38
48, 28, 37
48, 29, 36
48, 30, 34
48, 31, 31
48, 32, 28
48, 33, 25
48, 34, 21
48, 35, 17
48, 36, 13
48, 37, 10
48, 38, 7
48, 39, 5
48, 151, 6
48, 152, 8
48, 153, 11
48, 154, 14
48, 155, 17
48, 156, 19
48, 157, 21
48, 158, 21
48, 159, 21
48, 160, 20
48, 161, 18
48, 162, 16
48, 163, 14
48, 164, 12
48, 165, 9
48, 166, 7
48, 167, 5
49, 2, 5
49, 3, 6
49, 4, 6
49, 5, 7
49, 6, 8
49, 7, 8
49, 8, 9
49, 9, 10
49, 10, 12
49, 11, 14
49, 12, 15
49, 13, 17
49, 14, 19
49, 15, 21
49, 16, 24
49, 17, 25
49, 18, 27
49, 19, 29
49, 20, 31
49, 21, 32
49, 22, 33
49, 23, 34
49, 24, 35
49, 25, 36
49, 26, 37
49, 27, 37
49, 28, 37
49, 29, 36
49, 30, 34
49, 31, 32
49, 32, 29
49, 33, 25
49, 34, 22
49, 35, 18
49, 36, 14
49, 37, 11
49, 38, 8
49, 39, 5
49, 151, 6
49, 152, 8
49, 153, 11
49, 154, 14
49, 155, 17
49, 156, 19
49, 157, 20
49, 158, 21
49, 159, 21
49, 160, 19
49, 161, 18
49, 162, 16
49, 163, 14
49, 164, 12
49, 165, 9
49, 166, 7
49, 167, 6
50, 2, 5
50, 3, 6
50, 4, 6
50, 5, 7
50, 6, 7
50, 7, 8
50, 8, 9
50, 9, 10
50, 10, 11
50, 11, 13
50, 12, 14
50, 13, 16
50, 14, 18
50, 15, 20
50, 16, 22
50, 17, 24
50, 18, 26
50, 19, 28
50, 20, 29
50, 21, 31
50, 22, 32
50, 23, 34
50, 24, 35
50, 25, 36
50, 26, 37
50, 27, 37
50, 28, 37
50, 29, 36
50, 30, 35
50, 31, 32
50, 32, 29
50, 33, 26
50, 34, 22
50, 35, 18
50, 36, 15
50, 37, 11
50, 38, 8
50, 39, 6
50, 151, 5
50, 152, 8
50, 153, 11
50, 154, 14
50, 155, 17
50, 156, 19
50, 157, 20
50, 158, 21
50, 159, 20
50, 160, 19
50, 161, 18
50, 162, 16
50, 163, 14
50, 164, 12
50, 165, 9
50, 166, 7
50, 167, 6
51, 2, 5
51, 3, 6
51, 4, 6
51, 5, 6
51, 6, 7
51, 7, 7
51, 8, 8
51, 9, 9
51, 10, 10
51, 11, 12
51, 12, 13
51, 13, 15
51, 14, 17
51, 15, 19
51, 16, 21
51, 17, 23
51, 18, 25
51, 19, 27
51, 20, 28
51, 21, 30
51, 22, 31
51, 23, 33
51, 24, 34
51, 25, 35
51, 26, 36
51, 27, 37
51, 28, 37
51, 29, 36
51, 30, 35
51, 31, 33
51, 32, 30
51, 33, 26
51, 34, 23
51, 35, 19
51, 36, 15
51, 37, 12
51, 38, 9
51, 39, 6
51, 151, 5
51, 152, 8
51, 153, 11
51, 154, 14
51, 155, 17
51, 156, 19
51, 157, 20
51, 158, 20
51, 159, 20
51, 160, 19
51, 161, 18
51, 162, 16
51, 163, 14
51, 164, 12
51, 165, 9
51, 166, 7
51, 167, 6
52, 2, 5
52, 3, 5
52, 4, 6
52, 5, 6
52, 6, 6
52, 7, 7
52, 8, 8
52, 9, 9
52, 10, 10
52, 11, 11
52, 12, 13
52, 13, 14
52, 14, 16
52, 15, 18
52, 16, 20
52, 17, 22
52, 18, 24
52, 19, 26
52, 20, 27
52, 21, 29
52, 22, 30
52, 23, 32
52, 24, 33
52, 25, 34
52, 26, 35
52, 27, 36
52, 28, 36
52, 29, 36
52, 30, 35
52, 31, 33
52, 32, 30
52, 33, 27
52, 34, 23
52, 35, 20
52, 36, 16
52, 37, 12
52, 38, 9
52, 39, 7
52, 40, 5
52, 151, 5
52, 152, 8
52, 153, 11
52, 154, 14
52, 155, 16
52, 156, 18
52, 157, 20
52, 158, 20
52, 159, 20
52, 160, 19
52, 161, 17
52, 162, 16
52, 163, 14
52, 164, 11
52, 165, 9
52, 166, 7
52, 167, 6
53, 2, 5
53, 3, 5
53, 4, 6
53, 5, 6
53, 6, 6
53, 7, 7
53, 8, 7
53, 9, 8
53, 10, 9
53, 11, 10
53, 12, 12
53, 13, 13
53, 14, 15
53, 15, 17
53, 16, 19
53, 17, 21
53, 18, 22
53, 19, 24
53, 20, 26
53, 21, 28
53, 22, 29
53, 23, 31
53, 24, 32
53, 25, 34
53, 26, 35
53, 27, 36
53, 28, 36
53, 29, 36
53, 30, 35
53, 31, 33
53, 32, 31
53, 33, 27
53, 34, 24
53, 35, 20
53, 36, 16
53, 37, 13
53, 38, 10
53, 39, 7
53, 40, 5
53, 151, 5
53, 152, 8
53, 153, 11
53, 154, 14
53, 155, 16
53, 156, 18
53, 157, 20
53, 158, 20
53, 159, 20
53, 160, 19
53, 161, 17
53, 162, 15
53, 163, 13
53, 164, 11
53, 165, 9
53, 166, 7
53, 167, 6
54, 3, 5
54, 4, 5
54, 5, 6
54, 6, 6
54, 7, 6
54, 8, 7
54, 9, 7
54, 10, 8
54, 11, 9
54, 12, 11
54, 13, 12
54, 14, 14
54, 15, 16
54, 16, 17
54, 17, 19
54, 18, 21
54, 19, 23
54, 20, 25
54, 21, 27
54, 22, 28
54, 23, 30
54, 24, 31
54, 25, 33
54, 26, 34
54, 27, 35
54, 28, 36
54, 29, 36
54, 30, 35
54, 31, 33
54, 32, 31
54, 33, 28
54, 34, 24
54, 35, 21
54, 36, 17
54, 37, 13
54, 38, 10
54, 39, 7
54, 40, 5
54, 151, 5
54, 152, 8
54, 153, 11
54, 154, 13
54, 155, 16
54, 156, 18
54, 157, 19
54, 158, 20
54, 159, 20
54, 160, 19
54, 161, 17
54, 162, 15
54, 163, 13
54, 164, 11
54, 165, 9
54, 166, 7
54, 167, 6
55, 3, 5
55, 4, 5
55, 5, 5
55, 6, 5
55, 7, 6
55, 8, 6
55, 9, 7
55, 10, 8
55, 11, 9
55, 12, 10
55, 13, 11
55, 14, 13
55, 15, 15
55, 16, 16
55, 17, 18
55, 18, 20
55, 19, 22
55, 20, 24
55, 21, 26
55, 22, 27
55, 23, 29
55, 24, 30
55, 25, 32
55, 26, 33
55, 27, 34
55, 28, 35
55, 29, 35
55, 30, 35
55, 31, 33
55, 32, 31
55, 33, 28
55, 34, 25
55, 35, 21
55, 36, 18
55, 37, 14
55, 38, 11
55, 39, 8
55, 40, 6
55, 151, 5
55, 152, 8
55, 153, 10
55, 154, 13
55, 155, 16
55, 156, 18
55, 157, 19
55, 158, 20
55, 159, 19
55, 160, 18
55, 161, 17
55, 162, 15
55, 163, 13
55, 164, 11
55, 165, 9
55, 166, 7
55, 167, 6
56, 3, 5
56, 4, 5
56, 5, 5
56, 6, 5
56, 7, 5
56, 8, 6
56, 9, 6
56, 10, 7
56, 11, 8
56, 12, 9
56, 13, 10
56, 14, 12
56, 15, 13
56, 16, 15
56, 17, 17
56, 18, 19
56, 19, 21
56, 20, 23
56, 21, 24
56, 22, 26
56, 23, 28
56, 24, 29
56, 25, 31
56, 26, 33
56, 27, 34
56, 28, 35
56, 29, 35
56, 30, 35
56, 31, 33
56, 32, 31
56, 33, 29
56, 34, 25
56, 35, 22
56, 36, 18
56, 37, 15
56, 38, 11
56, 39, 8
56, 40, 6
56, 151, 5
56, 152, 8
56, 153, 10
56, 154, 13
56, 155, 16
56, 156, 18
56, 157, 19
56, 158, 20
56, 159, 19
56, 160, 18
56, 161, 17
56, 162, 15
56, 163, 13
56, 164, 11
56, 165, 9
56, 166, 7
56, 167, 6
57, 3, 5
57, 4, 5
57, 5, 5
57, 6, 5
57, 7, 5
57, 8, 5
57, 9, 6
57, 10, 7
57, 11, 7
57, 12, 8
57, 13, 10
57, 14, 11
57, 15, 12
57, 16, 14
57, 17, 16
57, 18, 18
57, 19, 20
57, 20, 21
57, 21, 23
57, 22, 25
57, 23, 27
57, 24, 29
57, 25, 30
57, 26, 32
57, 27, 33
57, 28, 34
57, 29, 35
57, 30, 34
57, 31, 33
57, 32, 32
57, 33, 29
57, 34, 26
57, 35, 22
57, 36, 19
57, 37, 15
57, 38, 12
57, 39, 9
57, 40, 6
57, 151, 5
57, 152, 7
57, 153, 10
57, 154, 13
57, 155, 15
57, 156, 18
57, 157, 19
57, 158, 19
57, 159, 19
57, 160, 18
57, 161, 17
57, 162, 15
57, 163, 13
57, 164, 11
57, 165, 9
57, 166, 7
57, 167, 6
58, 4, 5
58, 5, 5
58, 6, 5
58, 7, 5
58, 8, 5
58, 9, 5
58, 10, 6
58, 11, 7
58, 12, 8
58, 13, 9
58, 14, 10
58, 15, 12
58, 16, 13
58, 17, 15
58, 18, 16
58, 19, 18
58, 20, 20
58, 21, 22
58, 22, 24
58, 23, 26
58, 24, 28
58, 25, 29
58, 26, 31
58, 27, 32
58, 28, 33
58, 29, 34
58, 30, 34
58, 31, 33
58, 32, 32
58, 33, 29
58, 34, 26
58, 35, 23
58, 36, 19
58, 37, 16
58, 38, 12
58, 39, 9
58, 40, 7
58, 151, 5
58, 152, 7
58, 153, 10
58, 154, 13
58, 155, 15
58, 156, 17
58, 157, 19
58, 158, 19
58, 159, 19
58, 160, 18
58, 161, 17
58, 162, 15
58, 163, 13
58, 164, 11
58, 165, 9
58, 166, 7
58, 167, 6
59, 8, 5
59, 9, 5
59, 10, 6
59, 11, 6
59, 12, 7
59, 13, 8
59, 14, 9
59, 15, 11
59, 16, 12
59, 17, 14
59, 18, 15
59, 19, 17
59, 20, 19
59, 21, 21
59, 22, 23
59, 23, 25
59, 24, 27
59, 25, 28
59, 26, 30
59, 27, 32
59, 28, 33
59, 29, 34
59, 30, 34
59, 31, 33
59, 32, 32
59, 33, 30
59, 34, 27
59, 35, 23
59, 36, 20
59, 37, 16
59, 38, 13
59, 39, 10
59, 40, 7
59, 41, 5
59, 151, 5
59, 152, 7
59, 153, 10
59, 154, 13
59, 155, 15
59, 156, 17
59, 157, 18
59, 158, 19
59, 159, 19
59, 160, 18
59, 161, 17
59, 162, 15
59, 163, 13
59, 164, 11
59, 165, 9
59, 166, 7
59, 167, 6
60, 9, 5
60, 10, 5
60, 11, 6
60, 12, 7
60, 13, 7
60, 14, 9
60, 15, 10
60, 16, 11
60, 17, 13
60, 18, 14
60, 19, 16
60, 20, 18
60, 21, 20
60, 22, 22
60, 23, 24
60, 24, 25
60, 25, 27
60, 26, 29
60, 27, 31
60, 28, 32
60, 29, 33
60, 30, 33
60, 31, 33
60, 32, 32
60, 33, 30
60, 34, 27
60, 35, 24
60, 36, 20
60, 37, 17
60, 38, 13
60, 39, 10
60, 40, 7
60, 41, 5
60, 151, 5
60, 152, 7
60, 153, 10
60, 154, 12
60, 155, 15
60, 156, 17
60, 157, 18
60, 158, 19
60, 159, 19
60, 160, 18
60, 161, 16
60, 162, 15
60, 163, 13
60, 164, 11
60, 165, 9
60, 166, 7
60, 167, 6
61, 10, 5
61, 11, 5
61, 12, 6
61, 13, 7
61, 14, 8
61, 15, 9
61, 16, 10
61, 17, 12
61, 18, 13
61, 19, 15
61, 20, 17
61, 21, 19
61, 22, 21
61, 23, 23
61, 24, 24
61, 25, 26
61, 26, 28
61, 27, 30
61, 28, 31
61, 29, 32
61, 30, 33
61, 31, 33
61, 32, 32
61, 33, 30
61, 34, 27
61, 35, 24
61, 36, 21
61, 37, 17
61, 38, 14
61, 39, 10
61, 40, 8
61, 41, 5
61, 151, 5
61, 152, 7
61, 153, 10
61, 154, 12
61, 155, 15
61, 156, 17
61, 157, 18
61, 158, 19
61, 159, 18
61, 160, 18
61, 161, 16
61, 162, 15
61, 163, 13
61, 164, 11
61, 165, 9
61, 166, 8
61, 167, 6
62, 11, 5
62, 12, 5
62, 13, 6
62, 14, 7
62, 15, 8
62, 16, 9
62, 17, 11
62, 18, 12
62, 19, 14
62, 20, 16
62, 21, 18
62, 22, 20
62, 23, 22
62, 24, 23
62, 25, 25
62, 26, 27
62, 27, 29
62, 28, 30
62, 29, 32
62, 30, 32
62, 31, 32
62, 32, 32
62, 33, 30
62, 34, 27
62, 35, 24
62, 36, 21
62, 37, 18
62, 38, 14
62, 39, 11
62, 40, 8
62, 41, 6
62, 151, 5
62, 152, 7
62, 153, 10
62, 154, 12
62, 155, 15
62, 156, 17
62, 157, 18
62, 158, 18
62, 159, 18
62, 160, 17
62, 161, 16
62, 162, 15
62, 163, 13
62, 164, 11
62, 165, 9
62, 166, 8
62, 167, 6
63, 12, 5
63, 13, 6
63, 14, 6
63, 15, 7
63, 16, 9
63, 17, 10
63, 18, 11
63, 19, 13
63, 20, 15
63, 21, 17
63, 22, 18
63, 23, 20
63, 24, 22
63, 25, 24
63, 26, 26
63, 27, 28
63, 28, 30
63, 29, 31
63, 30, 32
63, 31, 32
63, 32, 31
63, 33, 30
63, 34, 28
63, 35, 25
63, 36, 22
63, 37, 18
63, 38, 15
63, 39, 11
63, 40, 9
63, 41, 6
63, 151, 5
63, 152, 7
63, 153, 9
63, 154, 12
63, 155, 14
63, 156, 16
63, 157, 18
63, 158, 18
63, 159, 18
63, 160, 17
63, 161, 16
63, 162, 15
63, 163, 13
63, 164, 11
63, 165, 9
63, 166, 8
63, 167, 6
64, 12, 5
64, 13, 5
64, 14, 6
64, 15, 7
64, 16, 8
64, 17, 9
64, 18, 10
64, 19, 12
64, 20, 14
64, 21, 16
64, 22, 17
64, 23, 19
64, 24, 21
64, 25, 23
64, 26, 25
64, 27, 27
64, 28, 29
64, 29, 30
64, 30, 31
64, 31, 32
64, 32, 31
64, 33, 30
64, 34, 28
64, 35, 25
64, 36, 22
64, 37, 18
64, 38, 15
64, 39, 12
64, 40, 9
64, 41, 6
64, 151, 5
64, 152, 7
64, 153, 9
64, 154, 12
64, 155, 14
64, 156, 16
64, 157, 18
64, 158, 18
64, 159, 18
64, 160, 17
64, 161, 16
64, 162, 15
64, 163, 13
64, 164, 11
64, 165, 9
64, 166, 8
64, 167, 6
64, 168, 5
65, 13, 5
65, 14, 5
65, 15, 6
65, 16, 7
65, 17, 8
65, 18, 10
65, 19, 11
65, 20, 13
65, 21, 14
65, 22, 16
65, 23, 18
65, 24, 20
65, 25, 22
65, 26, 24
65, 27, 26
65, 28, 28
65, 29, 29
65, 30, 30
65, 31, 31
65, 32, 31
65, 33, 30
65, 34, 28
65, 35, 25
65, 36, 22
65, 37, 19
65, 38, 16
65, 39, 12
65, 40, 9
65, 41, 7
65, 42, 5
65, 152, 7
65, 153, 9
65, 154, 12
65, 155, 14
65, 156, 16
65, 157, 17
65, 158, 18
65, 159, 18
65, 160, 17
65, 161, 16
65, 162, 15
65, 163, 13
65, 164, 11
65, 165, 9
65, 166, 8
65, 167, 6
65, 168, 5
66, 14, 5
66, 15, 6
66, 16, 7
66, 17, 8
66, 18, 9
66, 19, 10
66, 20, 12
66, 21, 14
66, 22, 15
66, 23, 17
66, 24, 19
66, 25, 21
66, 26, 23
66, 27, 25
66, 28, 27
66, 29, 29
66, 30, 30
66, 31, 30
66, 32, 30
66, 33, 30
66, 34, 28
66, 35, 26
66, 36, 23
66, 37, 19
66, 38, 16
66, 39, 13
66, 40, 10
66, 41, 7
66, 42, 5
66, 152, 7
66, 153, 9
66, 154, 12
66, 155, 14
66, 156, 16
66, 157, 17
66, 158, 18
66, 159, 18
66, 160, 17
66, 161, 16
66, 162, 15
66, 163, 13
66, 164, 11
66, 165, 9
66, 166, 8
66, 167, 6
66, 168, 5
67, 15, 5
67, 16, 6
67, 17, 7
67, 18, 8
67, 19, 9
67, 20, 11
67, 21, 13
67, 22, 14
67, 23, 16
67, 24, 18
67, 25, 20
67, 26, 22
67, 27, 24
67, 28, 26
67, 29, 28
67, 30, 29
67, 31, 30
67, 32, 30
67, 33, 29
67, 34, 28
67, 35, 26
67, 36, 23
67, 37, 20
67, 38, 16
67, 39, 13
67, 40, 10
67, 41, 7
67, 42, 5
67, 152, 6
67, 153, 9
67, 154, 11
67, 155, 14
67, 156, 16
67, 157, 17
67, 158, 18
67, 159, 18
67, 160, 17
67, 161, 16
67, 162, 15
67, 163, 13
67, 164, 11
67, 165, 10
67, 166, 8
67, 167, 6
67, 168, 5
68, 15, 5
68, 16, 5
68, 17, 6
68, 18, 7
68, 19, 9
