x,y,Aurora
76,26,14
76,27,16
76,28,18
76,29,20
76,30,21
76,31,23
76,32,24
76,33,25
76,34,26
76,35,25
76,36,24
76,37,22
76,38,19
76,39,16
76,40,13
76,41,10
76,42,7
76,43,5
76,44,3
76,45,2
76,46,1
76,89,1
76,148,1
76,149,1
76,150,2
76,151,4
76,152,6
76,153,8
76,154,10
76,155,12
76,156,14
76,157,16
76,158,17
76,159,17
76,160,17
76,161,16
76,162,15
76,163,13
76,164,12
76,165,10
76,166,9
76,167,7
76,168,6
76,169,4
76,170,3
76,171,2
76,172,1
76,173,1
76,174,1
77,0,2
77,2,3
77,3,3
77,4,2
77,5,2
77,6,2
77,7,1
77,8,1
77,9,1
77,10,1
77,11,1
77,12,1
77,13,1
77,14,1
77,15,2
77,16,2
77,17,2
77,18,3
77,19,3
77,20,4
77,21,5
77,22,6
77,23,8
77,24,9
77,25,11
77,26,13
77,27,15
77,28,17
77,29,19
77,30,21
77,31,22
77,32,24
77,33,25
77,34,25
77,35,25
77,36,24
77,37,22
77,38,19
77,39,16
77,40,13
77,41,10
77,42,7
77,43,5
77,44,3
77,45,2
77,46,1
77,89,1
77,148,1
77,149,1
77,150,2
77,151,4
77,152,5
77,153,7
77,154,10
77,155,12
77,156,14
77,157,15
77,158,16
77,159,17
77,160,16
77,161,16
77,162,15
77,163,14
77,164,12
77,165,11
77,166,9
77,167,7
77,168,6
77,169,4
77,170,3
77,171,2
77,172,1
77,173,1
77,174,1
78,0,2
78,2,3
78,3,3
78,4,2
78,5,2
78,6,1
78,7,1
78,8,1
78,9,1
78,10,1
78,11,1
78,12,1
78,13,1
78,14,1
78,15,1
78,16,2
78,17,2
78,18,2
78,19,3
78,20,4
78,21,4
78,22,6
78,23,7
78,24,9
78,25,10
78,26,12
78,27,14
78,28,16
78,29,18
78,30,20
78,31,21
78,32,23
78,33,24
78,34,25
78,35,24
78,36,23
78,37,22
78,38,19
78,39,16
78,40,13
78,41,10
78,42,8
78,43,5
78,44,3
78,45,2
78,46,1
78,47,1
78,89,1
78,148,1
78,149,1
78,150,2
78,151,4
78,152,5
78,153,7
78,154,10
78,155,12
78,156,14
78,157,15
78,158,16
78,159,17
78,160,16
78,161,16
78,162,15
78,163,14
78,164,12
78,165,11
78,166,9
78,167,7
78,168,6
78,169,4
78,170,3
78,171,2
78,172,1
78,173,1
78,174,1
79,0,2
79,2,3
79,3,3
79,4,2
79,5,2
79,6,1
79,7,1
79,8,1
79,9,1
79,10,1
79,11,1
79,12,1
79,13,1
79,14,1
79,15,1
79,16,1
79,17,2
79,18,2
79,19,2
79,20,3
79,21,4
79,22,5
79,23,6
79,24,8
79,25,10
79,26,11
79,27,13
79,28,15
79,29,17
79,30,19
79,31,21
79,32,22
79,33,23
79,34,24
79,35,24
79,36,23
79,37,22
79,38,19
79,39,16
79,40,13
79,41,10
79,42,8
79,43,5
79,44,4
79,45,2
79,46,1
79,47,1
79,89,1
79,148,1
79,149,1
79,150,2
79,151,3
79,152,5
79,153,7
79,154,9
79,155,12
79,156,14
79,157,15
79,158,16
79,159,16
79,160,16
79,161,16
79,162,15
79,163,14
79,164,12
79,165,11
79,166,9
79,167,8
79,168,6
79,169,5
79,170,3
79,171,2
79,172,2
79,173,1
79,174,1
80,0,2
80,2,3
80,3,3
80,4,2
80,5,2
80,6,1
80,7,1
80,8,1
80,9,1
80,10,1
80,11,1
80,12,1
80,13,1
80,14,1
80,15,1
80,16,1
80,17,1
80,18,2
80,19,2
80,20,3
80,21,3
80,22,4
80,23,6
80,24,7
80,25,9
80,26,11
80,27,12
80,28,14
80,29,16
80,30,18
80,31,20
80,32,21
80,33,23
80,34,23
80,35,24
80,36,23
80,37,21
80,38,19
80,39,17
80,40,14
80,41,11
80,42,8
80,43,5
80,44,4
80,45,2
80,46,1
80,47,1
80,89,1
80,148,1
80,149,1
80,150,2
80,151,3
80,152,5
80,153,7
80,154,9
80,155,11
80,156,13
80,157,15
80,158,16
80,159,16
80,160,16
80,161,16
80,162,15
80,163,14
80,164,12
80,165,11
80,166,9
80,167,8
80,168,6
80,169,5
80,170,3
80,171,2
80,172,2
80,173,1
80,174,1
81,0,2
81,2,3
81,3,3
81,4,2
81,5,2
81,6,1
81,7,1
81,8,1
81,9,1
81,10,1
81,11,1
81,12,1
81,13,1
81,14,1
81,15,1
81,16,1
81,17,1
81,18,2
81,19,2
81,20,2
81,21,3
81,22,4
81,23,5
81,24,7
81,25,8
81,26,10
81,27,12
81,28,14
81,29,15
81,30,17
81,31,19
81,32,21
81,33,22
81,34,23
81,35,23
81,36,23
81,37,21
81,38,19
81,39,17
81,40,14
81,41,11
81,42,8
81,43,6
81,44,4
81,45,2
81,46,1
81,47,1
81,89,1
81,148,1
81,149,1
81,150,2
81,151,3
81,152,5
81,153,7
81,154,9
81,155,11
81,156,13
81,157,15
81,158,16
81,159,16
81,160,16
81,161,16
81,162,15
81,163,14
81,164,13
81,165,11
81,166,9
81,167,8
81,168,6
81,169,5
81,170,4
81,171,2
81,172,2
81,173,1
81,174,1
82,0,2
82,2,3
82,3,3
82,4,2
82,5,2
82,6,1
82,7,1
82,8,1
82,9,1
82,10,1
82,11,1
82,12,1
82,13,1
82,14,1
82,15,1
82,16,1
82,17,1
82,18,1
82,19,2
82,20,2
82,21,3
82,22,4
82,23,5
82,24,6
82,25,7
82,26,9
82,27,11
82,28,13
82,29,15
82,30,17
82,31,18
82,32,20
82,33,21
82,34,22
82,35,23
82,36,22
82,37,21
82,38,19
82,39,17
82,40,14
82,41,11
82,42,8
82,43,6
82,44,4
82,45,2
82,46,1
82,47,1
82,89,1
82,148,1
82,149,1
82,150,2
82,151,3
82,152,5
82,153,7
82,154,9
82,155,11
82,156,13
82,157,14
82,158,16
82,159,16
82,160,16
82,161,16
82,162,15
82,163,14
82,164,13
82,165,11
82,166,10
82,167,8
82,168,6
82,169,5
82,170,4
82,171,3
82,172,2
82,173,1
82,174,1
83,0,2
83,2,3
83,3,2
83,4,2
83,5,2
83,6,1
83,7,1
83,8,1
83,9,1
83,11,1
83,12,1
83,13,1
83,14,1
83,15,1
83,16,1
83,17,1
83,18,1
83,19,1
83,20,2
83,21,2
83,22,3
83,23,4
83,24,5
83,25,7
83,26,8
83,27,10
83,28,12
83,29,14
83,30,16
83,31,18
83,32,19
83,33,21
83,34,22
83,35,22
83,36,22
83,37,21
83,38,19
83,39,17
83,40,14
83,41,11
83,42,8
83,43,6
83,44,4
83,45,2
83,46,1
83,47,1
83,89,1
83,148,1
83,149,1
83,150,2
83,151,3
83,152,5
83,153,6
83,154,8
83,155,11
83,156,13
83,157,14
83,158,15
83,159,16
83,160,16
83,161,16
83,162,15
83,163,14
83,164,13
83,165,11
83,166,10
83,167,8
83,168,7
83,169,5
83,170,4
83,171,3
83,172,2
83,173,1
83,174,1
84,0,2
84,2,2
84,3,2
84,4,2
84,5,2
84,6,1
84,7,1
84,8,1
84,13,1
84,14,1
84,15,1
84,16,1
84,17,1
84,18,1
84,19,1
84,20,2
84,21,2
84,22,3
84,23,4
84,24,5
84,25,6
84,26,8
84,27,10
84,28,11
84,29,13
84,30,15
84,31,17
84,32,19
84,33,20
84,34,21
84,35,22
84,36,22
84,37,21
84,38,19
84,39,17
84,40,14
84,41,11
84,42,8
84,43,6
84,44,4
84,45,2
84,46,1
84,47,1
84,89,1
84,148,1
84,149,1
84,150,2
84,151,3
84,152,4
84,153,6
84,154,8
84,155,10
84,156,12
84,157,14
84,158,15
84,159,16
84,160,16
84,161,16
84,162,15
84,163,14
84,164,13
84,165,12
84,166,10
84,167,8
84,168,7
84,169,5
84,170,4
84,171,3
84,172,2
84,173,1
84,174,1
85,0,2
85,2,2
85,3,2
85,4,2
85,5,1
85,6,1
85,7,1
85,8,1
85,15,1
85,16,1
85,17,1
85,18,1
85,19,1
85,20,1
85,21,2
85,22,2
85,23,3
85,24,4
85,25,6
85,26,7
85,27,9
85,28,11
85,29,12
85,30,14
85,31,16
85,32,18
85,33,20
85,34,21
85,35,21
85,36,21
85,37,21
85,38,19
85,39,17
85,40,14
85,41,11
85,42,8
85,43,6
85,44,4
85,45,2
85,46,1
85,47,1
85,89,1
85,148,1
85,149,1
85,150,2
85,151,3
85,152,4
85,153,6
85,154,8
85,155,10
85,156,12
85,157,14
85,158,15
85,159,16
85,160,16
85,161,16
85,162,15
85,163,14
85,164,13
85,165,12
85,166,10
85,167,9
85,168,7
85,169,5
85,170,4
85,171,3
85,172,2
85,173,1
85,174,1
86,0,2
86,2,2
86,3,2
86,4,2
86,5,1
86,6,1
86,7,1
86,16,1
86,17,1
86,18,1
86,19,1
86,20,1
86,21,2
86,22,2
86,23,3
86,24,4
86,25,5
86,26,7
86,27,8
86,28,10
86,29,12
86,30,14
86,31,16
86,32,17
86,33,19
86,34,20
86,35,21
86,36,21
86,37,20
86,38,19
86,39,16
86,40,14
86,41,11
86,42,8
86,43,6
86,44,4
86,45,2
86,46,1
86,47,1
86,89,1
86,149,1
86,150,2
86,151,3
86,152,4
86,153,6
86,154,8
86,155,10
86,156,12
86,157,13
86,158,15
86,159,16
86,160,16
86,161,16
86,162,15
86,163,14
86,164,13
86,165,12
86,166,10
86,167,9
86,168,7
86,169,5
86,170,4
86,171,3
86,172,2
86,173,1
86,174,1
87,0,2
87,2,2
87,3,2
87,4,2
87,5,1
87,6,1
87,7,1
87,17,1
87,18,1
87,19,1
87,20,1
87,21,1
87,22,2
87,23,3
87,24,4
87,25,5
87,26,6
87,27,8
87,28,9
87,29,11
87,30,13
87,31,15
87,32,17
87,33,18
87,34,20
87,35,21
87,36,21
87,37,20
87,38,19
87,39,16
87,40,14
87,41,11
87,42,8
87,43,6
87,44,4
87,45,2
87,46,1
87,47,1
87,89,1
87,149,1
87,150,2
87,151,3
87,152,4
87,153,6
87,154,8
87,155,10
87,156,11
87,157,13
87,158,15
87,159,15
87,160,16
87,161,16
87,162,15
87,163,15
87,164,13
87,165,12
87,166,11
87,167,9
87,168,7
87,169,6
87,170,4
87,171,3
87,172,2
87,173,1
87,174,1
88,0,2
88,2,2
88,3,2
88,4,2
88,5,1
88,6,1
88,7,1
88,18,1
88,19,1
88,20,1
88,21,1
88,22,2
88,23,2
88,24,3
88,25,4
88,26,6
88,27,7
88,28,9
88,29,11
88,30,12
88,31,14
88,32,16
88,33,18
88,34,19
88,35,20
88,36,20
88,37,20
88,38,18
88,39,16
88,40,14
88,41,11
88,42,8
88,43,6
88,44,4
88,45,2
88,46,1
88,47,1
88,89,1
88,149,1
88,150,2
88,151,3
88,152,4
88,153,5
88,154,7
88,155,9
88,156,11
88,157,13
88,158,14
88,159,15
88,160,16
88,161,16
88,162,15
88,163,15
88,164,14
88,165,12
88,166,11
88,167,9
88,168,7
88,169,6
88,170,4
88,171,3
88,172,2
88,173,1
88,174,1
89,0,2
89,2,2
89,3,2
89,4,2
89,5,1
89,6,1
89,7,1
89,19,1
89,20,1
89,21,1
89,22,2
89,23,2
89,24,3
89,25,4
89,26,5
89,27,7
89,28,8
89,29,10
89,30,12
89,31,14
89,32,16
89,33,17
89,34,19
89,35,20
89,36,20
89,37,20
89,38,18
89,39,16
89,40,14
89,41,11
89,42,8
89,43,6
89,44,4
89,45,2
89,46,1
89,47,1
89,89,1
89,149,1
89,150,2
89,151,3
89,152,4
89,153,5
89,154,7
89,155,9
89,156,11
89,157,13
89,158,14
89,159,15
89,160,16
89,161,16
89,162,15
89,163,15
89,164,14
89,165,12
89,166,11
89,167,9
89,168,8
89,169,6
89,170,4
89,171,3
89,172,2
89,173,1
89,174,1
90,0,2
90,2,2
90,3,2
90,4,2
90,5,1
90,6,1
90,19,1
90,20,1
90,21,1
90,22,1
90,23,2
90,24,3
90,25,4
90,26,5
90,27,6
90,28,8
90,29,10
90,30,11
90,31,13
90,32,15
90,33,17
90,34,18
90,35,19
90,36,20
90,37,19
90,38,18
90,39,16
90,40,14
90,41,11
90,42,8
90,43,6
90,44,4
90,45,2
90,46,1
90,47,1
90,89,1
90,149,1
90,150,1
90,151,2
90,152,4
90,153,5
90,154,7
90,155,9
90,156,11
90,157,12
90,158,14
90,159,15
90,160,15
90,161,16
90,162,15
90,163,15
90,164,14
90,165,13
90,166,11
90,167,9
90,168,8
90,169,6
90,170,5
90,171,3
90,172,2
90,173,1
90,174,1
91,0,2
91,2,2
91,3,2
91,4,2
91,5,1
91,6,1
91,20,1
91,21,1
91,22,1
91,23,2
91,24,2
91,25,3
91,26,4
91,27,6
91,28,7
91,29,9
91,30,11
91,31,13
91,32,15
91,33,17
91,34,18
91,35,19
91,36,20
91,37,19
91,38,18
91,39,16
91,40,14
91,41,11
91,42,8
91,43,6
91,44,4
91,45,2
91,46,1
91,47,1
91,89,1
91,149,1
91,150,1
91,151,2
91,152,3
91,153,5
91,154,7
91,155,8
91,156,10
91,157,12
91,158,14
91,159,15
91,160,15
91,161,16
91,162,15
91,163,15
91,164,14
91,165,13
91,166,11
91,167,10
91,168,8
91,169,6
91,170,5
91,171,3
91,172,2
91,173,1
91,174,1
92,0,2
92,2,2
92,3,2
92,4,2
92,5,1
92,6,1
92,20,1
92,21,1
92,22,1
92,23,2
92,24,2
92,25,3
92,26,4
92,27,5
92,28,7
92,29,9
92,30,11
92,31,12
92,32,14
92,33,16
92,34,18
92,35,19
92,36,19
92,37,19
92,38,18
92,39,16
92,40,13
92,41,11
92,42,8
92,43,6
92,44,4
92,45,2
92,46,1
92,47,1
92,89,1
92,149,1
92,150,1
92,151,2
92,152,3
92,153,5
92,154,6
92,155,8
92,156,10
92,157,12
92,158,13
92,159,14
92,160,15
92,161,16
92,162,15
92,163,15
92,164,14
92,165,13
92,166,11
92,167,10
92,168,8
92,169,6
92,170,5
92,171,3
92,172,2
92,173,1
92,174,1
93,0,2
93,2,2
93,3,2
93,4,2
93,5,1
93,6,1
93,21,1
93,22,1
93,23,1
93,24,2
93,25,3
93,26,4
93,27,5
93,28,7
93,29,8
93,30,10
93,31,12
93,32,14
93,33,16
93,34,17
93,35,19
93,36,19
93,37,19
93,38,18
93,39,16
93,40,13
93,41,11
93,42,8
93,43,6
93,44,4
93,45,2
93,46,1
93,47,1
93,89,1
93,149,1
93,150,1
93,151,2
93,152,3
93,153,4
93,154,6
93,155,8
93,156,10
93,157,11
93,158,13
93,159,14
93,160,15
93,161,15
93,162,15
93,163,15
93,164,14
93,165,13
93,166,12
93,167,10
93,168,8
93,169,7
93,170,5
93,171,4
93,172,2
93,173,2
93,174,1
94,0,2
94,2,2
94,3,2
94,4,2
94,5,1
94,6,1
94,21,1
94,22,1
94,23,1
94,24,2
94,25,3
94,26,4
94,27,5
94,28,6
94,29,8
94,30,10
94,31,12
94,32,14
94,33,16
94,34,17
94,35,18
94,36,19
94,37,19
94,38,18
94,39,16
94,40,13
94,41,11
94,42,8
94,43,6
94,44,4
94,45,2
94,46,1
94,47,1
94,89,1
94,149,1
94,150,1
94,151,2
94,152,3
94,153,4
94,154,6
94,155,8
94,156,9
94,157,11
94,158,13
94,159,14
94,160,15
94,161,15
94,162,15
94,163,15
94,164,14
94,165,13
94,166,12
94,167,10
94,168,8
94,169,7
94,170,5
94,171,4
94,172,2
94,173,2
94,174,1
95,0,2
95,2,2
95,3,2
95,4,2
95,5,1
95,6,1
95,22,1
95,23,1
95,24,2
95,25,2
95,26,3
95,27,5
95,28,6
95,29,8
95,30,10
95,31,12
95,32,14
95,33,15
95,34,17
95,35,18
95,36,19
95,37,18
95,38,17
95,39,16
95,40,13
95,41,11
95,42,8
95,43,6
95,44,4
95,45,2
95,46,1
95,47,1
95,149,1
95,150,1
95,151,2
95,152,3
95,153,4
95,154,6
95,155,7
95,156,9
95,157,11
95,158,12
95,159,14
95,160,15
95,161,15
95,162,15
95,163,15
95,164,14
95,165,13
95,166,12
95,167,10
95,168,9
95,169,7
95,170,5
95,171,4
95,172,3
95,173,2
95,174,1
96,0,2
96,2,2
96,3,2
96,4,2
96,5,1
96,6,1
96,22,1
96,23,1
96,24,2
96,25,2
96,26,3
96,27,4
96,28,6
96,29,7
96,30,9
96,31,11
96,32,13
96,33,15
96,34,17
96,35,18
96,36,18
96,37,18
96,38,17
96,39,15
96,40,13
96,41,10
96,42,8
96,43,6
96,44,4
96,45,2
96,46,1
96,47,1
96,149,1
96,150,1
96,151,2
96,152,3
96,153,4
96,154,5
96,155,7
96,156,9
96,157,11
96,158,12
96,159,14
96,160,15
96,161,15
96,162,15
96,163,15
96,164,15
96,165,14
96,166,12
96,167,11
96,168,9
96,169,7
96,170,5
96,171,4
96,172,3
96,173,2
96,174,1
97,0,2
97,2,2
97,3,2
97,4,1
97,5,1
97,6,1
97,22,1
97,23,1
97,24,1
97,25,2
97,26,3
97,27,4
97,28,6
97,29,7
97,30,9
97,31,11
97,32,13
97,33,15
97,34,17
97,35,18
97,36,18
97,37,18
97,38,17
97,39,15
97,40,13
97,41,10
97,42,8
97,43,5
97,44,4
97,45,2
97,46,1
97,47,1
97,149,1
97,150,1
97,151,2
97,152,3
97,153,4
97,154,5
97,155,7
97,156,8
97,157,10
97,158,12
97,159,13
97,160,14
97,161,15
97,162,15
97,163,15
97,164,15
97,165,14
97,166,12
97,167,11
97,168,9
97,169,7
97,170,5
97,171,4
97,172,3
97,173,2
97,174,1
97,175,1
98,0,2
98,2,2
98,3,2
98,4,1
98,5,1
98,6,1
98,23,1
98,24,1
98,25,2
98,26,3
98,27,4
98,28,5
98,29,7
98,30,9
98,31,11
98,32,13
98,33,15
98,34,17
98,35,18
98,36,18
98,37,18
98,38,17
98,39,15
98,40,13
98,41,10
98,42,8
98,43,5
98,44,4
98,45,2
98,46,1
98,47,1
98,149,1
98,150,1
98,151,2
98,152,2
98,153,4
98,154,5
98,155,6
98,156,8
98,157,10
98,158,12
98,159,13
98,160,14
98,161,15
98,162,15
98,163,15
98,164,15
98,165,14
98,166,13
98,167,11
98,168,9
98,169,7
98,170,6
98,171,4
98,172,3
98,173,2
98,174,1
98,175,1
99,0,2
99,2,2
99,3,2
99,4,1
99,5,1
99,23,1
99,24,1
99,25,2
99,26,3
99,27,4
99,28,5
99,29,7
99,30,9
99,31,11
99,32,13
99,33,15
99,34,16
99,35,18
99,36,18
99,37,18
99,38,17
99,39,15
99,40,13
99,41,10
99,42,7
99,43,5
99,44,3
99,45,2
99,46,1
99,47,1
99,149,1
99,150,1
99,151,2
99,152,2
99,153,3
99,154,5
99,155,6
99,156,8
99,157,10
99,158,11
99,159,13
99,160,14
99,161,15
99,162,15
99,163,15
99,164,15
99,165,14
99,166,13
99,167,11
99,168,9
99,169,8
99,170,6
99,171,4
99,172,3
99,173,2
99,174,1
99,175,1
100,0,2
100,2,2
100,3,2
100,4,1
100,5,1
100,23,1
100,24,1
100,25,2
100,26,3
100,27,4
100,28,5
100,29,7
100,30,9
100,31,11
100,32,13
100,33,15
100,34,16
100,35,18
100,36,18
100,37,18
100,38,16
100,39,15
100,40,12
100,41,10
100,42,7
100,43,5
100,44,3
100,45,2
100,46,1
100,47,1
100,150,1
100,151,1
100,152,2
100,153,3
100,154,4
100,155,6
100,156,8
100,157,9
100,158,11
100,159,13
100,160,14
100,161,15
100,162,15
100,163,15
100,164,15
100,165,14
100,166,13
100,167,11
100,168,10
100,169,8
100,170,6
100,171,4
100,172,3
100,173,2
100,174,1
100,175,1
101,0,2
101,2,2
101,3,2
101,4,1
101,5,1
101,23,1
101,24,1
101,25,2
101,26,3
101,27,4
101,28,5
101,29,7
101,30,9
101,31,11
101,32,13
101,33,15
101,34,16
101,35,17
101,36,18
101,37,17
101,38,16
101,39,14
101,40,12
101,41,10
101,42,7
101,43,5
101,44,3
101,45,2
101,46,1
101,47,1
101,150,1
101,151,1
101,152,2
101,153,3
101,154,4
101,155,6
101,156,7
101,157,9
101,158,11
101,159,12
101,160,14
101,161,15
101,162,15
101,163,15
101,164,15
101,165,14
101,166,13
101,167,12
101,168,10
101,169,8
101,170,6
101,171,4
101,172,3
101,173,2
101,174,1
101,175,1
102,0,2
102,2,2
102,3,2
102,4,1
102,5,1
102,23,1
102,24,1
102,25,2
102,26,2
102,27,4
102,28,5
102,29,7
102,30,9
102,31,11
102,32,13
102,33,15
102,34,16
102,35,17
102,36,18
102,37,17
102,38,16
102,39,14
102,40,12
102,41,9
102,42,7
102,43,5
102,44,3
102,45,2
102,46,1
102,47,1
102,150,1
102,151,1
102,152,2
102,153,3
102,154,4
102,155,5
102,156,7
102,157,9
102,158,10
102,159,12
102,160,13
102,161,14
102,162,15
102,163,15
102,164,15
102,165,14
102,166,13
102,167,12
102,168,10
102,169,8
102,170,6
102,171,5
102,172,3
102,173,2
102,174,1
102,175,1
103,0,2
103,2,2
103,3,2
103,4,1
103,5,1
103,24,1
103,25,2
103,26,2
103,27,4
103,28,5
103,29,7
103,30,9
103,31,11
103,32,13
103,33,15
103,34,17
103,35,17
103,36,18
103,37,17
103,38,16
103,39,14
103,40,12
103,41,9
103,42,7
103,43,5
103,44,3
103,45,2
103,46,1
103,47,1
103,150,1
103,151,1
103,152,2
103,153,3
103,154,4
103,155,5
103,156,7
103,157,8
103,158,10
103,159,12
103,160,13
103,161,14
103,162,15
103,163,15
103,164,15
103,165,15
103,166,13
103,167,12
103,168,10
103,169,8
103,170,6
103,171,5
103,172,3
103,173,2
103,174,1
103,175,1
104,0,2
104,2,2
104,3,2
104,4,1
104,5,1
104,24,1
104,25,1
104,26,2
104,27,4
104,28,5
104,29,7
104,30,9
104,31,11
104,32,13
104,33,15
104,34,17
104,35,17
104,36,18
104,37,17
104,38,15
104,39,14
104,40,11
104,41,9
104,42,7
104,43,5
104,44,3
104,45,2
104,46,1
104,47,1
104,150,1
104,151,1
104,152,2
104,153,3
104,154,4
104,155,5
104,156,6
104,157,8
104,158,10
104,159,11
104,160,13
104,161,14
104,162,15
104,163,15
104,164,15
104,165,15
104,166,14
104,167,12
104,168,10
104,169,8
104,170,7
104,171,5
104,172,3
104,173,2
104,174,1
104,175,1
105,0,2
105,2,2
105,3,2
105,4,1
105,5,1
105,24,1
105,25,1
105,26,2
105,27,4
105,28,5
105,29,7
105,30,9
105,31,11
105,32,14
105,33,15
105,34,17
105,35,17
105,36,17
105,37,17
105,38,15
105,39,13
105,40,11
105,41,9
105,42,6
105,43,4
105,44,3
105,45,2
105,46,1
105,47,1
105,150,1
105,151,1
105,152,2
105,153,2
105,154,3
105,155,5
105,156,6
105,157,8
105,158,9
105,159,11
105,160,13
105,161,14
105,162,15
105,163,15
105,164,15
105,165,15
105,166,14
105,167,12
105,168,11
105,169,9
105,170,7
105,171,5
105,172,3
105,173,2
105,174,1
105,175,1
106,0,2
106,2,2
106,3,2
106,4,1
106,5,1
106,24,1
106,25,1
106,26,2
106,27,4
106,28,5
106,29,7
106,30,9
106,31,12
106,32,14
106,33,16
106,34,17
106,35,18
106,36,17
106,37,16
106,38,15
106,39,13
106,40,11
106,41,8
106,42,6
106,43,4
106,44,3
106,45,2
106,46,1
106,47,1
106,150,1
106,151,1
106,152,2
106,153,2
106,154,3
106,155,4
106,156,6
106,157,8
106,158,9
106,159,11
106,160,12
106,161,14
106,162,15
106,163,15
106,164,15
106,165,15
106,166,14
106,167,13
106,168,11
106,169,9
106,170,7
106,171,5
106,172,3
106,173,2
106,174,1
106,175,1
107,0,2
107,2,2
107,3,2
107,4,1
107,5,1
107,24,1
107,25,1
107,26,2
107,27,4
107,28,5
107,29,7
107,30,10
107,31,12
107,32,14
107,33,16
107,34,17
107,35,18
107,36,17
107,37,16
107,38,15
107,39,13
107,40,10
107,41,8
107,42,6
107,43,4
107,44,3
107,45,2
107,46,1
107,150,1
107,151,1
107,152,1
107,153,2
107,154,3
107,155,4
107,156,6
107,157,7
107,158,9
107,159,11
107,160,12
107,161,13
107,162,15
107,163,15
107,164,15
107,165,15
107,166,14
107,167,13
107,168,11
107,169,9
107,170,7
107,171,5
107,172,4
107,173,2
107,174,1
107,175,1
108,0,2
108,2,2
108,3,2
108,4,1
108,5,1
108,24,1
108,25,1
108,26,2
108,27,4
108,28,6
108,29,8
108,30,10
108,31,12
108,32,14
108,33,16
108,34,17
108,35,18
108,36,17
108,37,16
108,38,14
108,39,12
108,40,10
108,41,8
108,42,6
108,43,4
108,44,3
108,45,2
108,46,1
108,150,1
108,151,1
108,152,1
108,153,2
108,154,3
108,155,4
108,156,5
108,157,7
108,158,9
108,159,10
108,160,12
108,161,13
108,162,14
108,163,15
108,164,15
108,165,15
108,166,14
108,167,13
108,168,11
108,169,9
108,170,7
108,171,5
108,172,4
108,173,2
108,174,1
108,175,1
109,0,2
109,2,2
109,3,2
109,4,1
109,5,1
109,24,1
109,25,1
109,26,2
109,27,4
109,28,6
109,29,8
109,30,10
109,31,13
109,32,15
109,33,16
109,34,17
109,35,18
109,36,17
109,37,16
109,38,14
109,39,12
109,40,9
109,41,7
109,42,5
109,43,4
109,44,2
109,45,1
109,46,1
109,151,1
109,152,1
109,153,2
109,154,3
109,155,4
109,156,5
109,157,7
109,158,8
109,159,10
109,160,12
109,161,13
109,162,14
109,163,15
109,164,15
109,165,15
109,166,14
109,167,13
109,168,11
109,169,9
109,170,7
109,171,5
109,172,4
109,173,2
109,174,1
109,175,1
110,0,2
110,2,2
110,3,2
110,4,1
110,5,1
110,24,1
110,25,1
110,26,2
110,27,4
110,28,6
110,29,8
110,30,10
110,31,13
110,32,15
110,33,17
110,34,18
110,35,18
110,36,17
110,37,16
110,38,14
110,39,11
110,40,9
110,41,7
110,42,5
110,43,3
110,44,2
110,45,1
110,46,1
110,151,1
110,152,1
110,153,2
110,154,3
110,155,4
110,156,5
110,157,6
110,158,8
110,159,10
110,160,11
110,161,13
110,162,14
110,163,15
110,164,15
110,165,15
110,166,14
110,167,13
110,168,11
110,169,9
110,170,7
110,171,5
110,172,4
110,173,2
110,174,1
110,175,1
111,0,2
111,2,2
111,3,2
111,4,1
111,5,1
111,24,1
111,25,1
111,26,3
111,27,4
111,28,6
111,29,8
111,30,11
111,31,13
111,32,15
111,33,17
111,34,18
111,35,18
111,36,17
111,37,15
111,38,13
111,39,11
111,40,9
111,41,7
111,42,5
111,43,3
111,44,2
111,45,1
111,46,1
111,151,1
111,152,1
111,153,2
111,154,3
111,155,4
111,156,5
111,157,6
111,158,8
111,159,9
111,160,11
111,161,13
111,162,14
111,163,15
111,164,15
111,165,15
111,166,15
111,167,13
111,168,12
111,169,10
111,170,7
111,171,6
111,172,4
111,173,2
111,174,1
111,175,1
112,0,2
112,2,2
112,3,2
112,4,1
112,5,1
112,24,1
112,25,1
112,26,3
112,27,4
112,28,6
112,29,9
112,30,11
112,31,14
112,32,16
112,33,17
112,34,18
112,35,18
112,36,17
112,37,15
112,38,13
112,39,11
112,40,8
112,41,6
112,42,5
112,43,3
112,44,2
112,45,1
112,46,1
112,151,1
112,152,1
112,153,2
112,154,2
112,155,3
112,156,5
112,157,6
112,158,7
112,159,9
112,160,11
112,161,12
112,162,14
112,163,15
112,164,15
112,165,15
112,166,15
112,167,13
112,168,12
112,169,10
112,170,8
112,171,6
112,172,4
112,173,3
112,174,2
112,175,1
113,0,2
113,2,2
113,3,2
113,4,1
113,5,1
113,24,1
113,25,2
113,26,3
113,27,4
113,28,6
113,29,9
113,30,11
113,31,14
113,32,16
113,33,18
113,34,18
113,35,18
113,36,17
113,37,15
113,38,13
113,39,10
113,40,8
113,41,6
113,42,4
113,43,3
113,44,2
113,45,1
113,46,1
113,151,1
113,152,1
113,153,2
113,154,2
113,155,3
113,156,4
113,157,6
113,158,7
113,159,9
113,160,11
113,161,12
113,162,14
113,163,15
113,164,15
113,165,15
113,166,15
113,167,14
113,168,12
113,169,10
113,170,8
113,171,6
113,172,4
113,173,3
113,174,2
113,175,1
114,0,2
114,2,2
114,3,2
114,4,1
114,5,1
114,24,1
